day,male,female
2019-12-07,2,8
2019-12-08,6,3
2019-12-09,15,13
2019-12-10,9,18
2019-12-11,7,13
2019-12-12,11,9
2019-12-13,20,16
2019-12-14,10,8
2019-12-15,8,5
2019-12-16,6,6
2019-12-17,5,10
2019-12-18,7,7
2019-12-19,3,9
2019-12-20,3,5
2019-12-21,5,4
2019-12-22,3,7
2019-12-23,4,6
2019-12-24,1,2
2019-12-25,1,1
2019-12-26,3,0
2019-12-27,4,6
2019-12-28,2,10
2019-12-29,7,2
2019-12-30,2,2
2019-12-31,5,4
2020-01-01,7,4
2020-01-02,6,5
2020-01-03,7,5
2020-01-04,4,7
2020-01-05,3,8
2020-01-06,6,6
2020-01-07,12,6
2020-01-08,6,9
2020-01-09,3,4
2020-01-10,6,6
2020-01-11,17,10
2020-01-12,7,5
2020-01-13,4,6
2020-01-14,3,8
2020-01-15,5,8
2020-01-16,8,5
2020-01-17,2,6
2020-01-18,12,12
2020-01-19,10,10
2020-01-20,3,6
2020-01-21,9,5
2020-01-22,11,5
2020-01-23,9,10
2020-01-24,5,4
2020-01-25,7,5
2020-01-26,9,7
2020-01-27,7,8
2020-01-28,10,8
2020-01-29,11,7
2020-01-30,4,6
2020-01-31,25,10
2020-02-01,12,11
2020-02-02,12,5
2020-02-03,6,11
2020-02-04,4,7
2020-02-05,8,9
2020-02-06,4,6
2020-02-07,6,6
2020-02-08,10,4
2020-02-09,9,9
2020-02-10,9,6
2020-02-11,2,8
2020-02-12,6,9
2020-02-13,4,11
2020-02-14,11,2
2020-02-15,7,5
2020-02-16,6,9
2020-02-17,8,12
2020-02-18,9,9
2020-02-19,7,7
2020-02-20,8,7
2020-02-21,9,10
2020-02-22,11,3
2020-02-23,7,10
2020-02-24,4,10
2020-02-25,10,10
2020-02-26,5,8
2020-02-27,8,1
2020-02-28,10,4
2020-02-29,5,6
2020-03-01,7,5
2020-03-02,8,4
2020-03-03,10,12
2020-03-04,5,6
2020-03-05,7,10
2020-03-06,9,11
2020-03-07,3,7
2020-03-08,5,7
2020-03-09,5,6
2020-03-10,7,8
2020-03-11,4,11
2020-03-12,9,11
2020-03-13,9,3
2020-03-14,7,9
2020-03-15,12,11
2020-03-16,3,12
2020-03-17,8,20
2020-03-18,12,15
2020-03-19,12,15
2020-03-20,10,19
2020-03-21,9,9
2020-03-22,10,20
2020-03-23,5,16
2020-03-24,13,14
2020-03-25,8,11
2020-03-26,19,11
2020-03-27,11,12
2020-03-28,9,5
2020-03-29,7,9
2020-03-30,5,12
2020-03-31,9,11
2020-04-01,5,14
2020-04-02,9,13
2020-04-03,19,14
2020-04-04,15,10
2020-04-05,9,16
2020-04-06,12,14
2020-04-07,9,11
2020-04-08,10,6
2020-04-09,12,7
2020-04-10,9,8
2020-04-11,13,11
2020-04-12,16,9
2020-04-13,7,10
2020-04-14,11,9
2020-04-15,11,14
2020-04-16,7,9
2020-04-17,10,8
2020-04-18,10,10
2020-04-19,4,12
2020-04-20,8,8
2020-04-21,6,7
2020-04-22,13,14
2020-04-23,13,8
2020-04-24,7,12
2020-04-25,5,20
2020-04-26,9,11
2020-04-27,8,11
2020-04-28,10,11
2020-04-29,15,11
2020-04-30,8,12
2020-05-01,6,13
2020-05-02,10,9
2020-05-03,13,9
2020-05-04,9,9
2020-05-05,11,16
2020-05-06,12,28
2020-05-07,12,13
2020-05-08,5,6
2020-05-09,10,16
2020-05-10,13,19
2020-05-11,15,19
2020-05-12,11,20
2020-05-13,15,20
2020-05-14,9,11
2020-05-15,4,9
2020-05-16,6,9
2020-05-17,6,7
2020-05-18,14,9
2020-05-19,10,11
2020-05-20,7,10
2020-05-21,15,15
2020-05-22,13,9
2020-05-23,11,12
2020-05-24,12,17
2020-05-25,10,22
2020-05-26,10,17
2020-05-27,10,20
2020-05-28,15,21
2020-05-29,10,13
2020-05-30,11,11
2020-05-31,14,18
2020-06-01,9,12
2020-06-02,17,18
2020-06-03,13,9
2020-06-04,11,13
2020-06-05,11,10
2020-06-06,9,13
2020-06-07,12,16
2020-06-08,8,17
2020-06-09,10,17
2020-06-10,10,23
2020-06-11,14,11
2020-06-12,9,15
2020-06-13,10,7
2020-06-14,6,7
2020-06-15,14,8
2020-06-16,10,14
2020-06-17,12,15
2020-06-18,11,18
2020-06-19,11,12
2020-06-20,18,12
2020-06-21,6,9
2020-06-22,11,5
2020-06-23,6,10
2020-06-24,16,12
2020-06-25,17,14
2020-06-26,14,14
2020-06-27,8,16
2020-06-28,5,10
2020-06-29,8,21
2020-06-30,12,12
2020-07-01,11,22
2020-07-02,14,10
2020-07-03,9,13
2020-07-04,13,13
2020-07-05,9,9
2020-07-06,18,9
2020-07-07,8,7
2020-07-08,19,12
2020-07-09,7,4
2020-07-10,13,9
2020-07-11,5,11
2020-07-12,11,11
2020-07-13,3,14
2020-07-14,13,13
2020-07-15,12,9
2020-07-16,6,13
2020-07-17,7,7
2020-07-18,8,7
2020-07-19,5,9
2020-07-20,6,8
2020-07-21,8,7
2020-07-22,8,14
2020-07-23,15,7
2020-07-24,6,3
2020-07-25,4,7
2020-07-26,8,10
2020-07-27,9,13
2020-07-28,6,12
2020-07-29,14,7
2020-07-30,14,11
2020-07-31,13,14
2020-08-01,5,12
2020-08-02,12,4
2020-08-03,7,9
2020-08-04,9,9
2020-08-05,12,13
2020-08-06,15,15
2020-08-07,9,4
2020-08-08,7,5
2020-08-09,5,11
2020-08-10,5,11
2020-08-11,9,12
2020-08-12,11,13
2020-08-13,8,22
2020-08-14,10,18
2020-08-15,8,7
2020-08-16,10,8
2020-08-17,11,7
2020-08-18,6,10
2020-08-19,11,11
2020-08-20,8,10
2020-08-21,13,13
2020-08-22,7,8
2020-08-23,8,9
2020-08-24,9,8
2020-08-25,12,9
2020-08-26,6,7
2020-08-27,12,13
2020-08-28,5,7
2020-08-29,7,5
2020-08-30,7,6
2020-08-31,8,7
2020-09-01,4,2
2020-09-02,12,13
2020-09-03,7,6
2020-09-04,8,8
2020-09-05,6,13
2020-09-06,11,8
2020-09-07,10,10
2020-09-08,6,12
2020-09-09,14,12
2020-09-10,8,8
2020-09-11,6,16
2020-09-12,8,3
2020-09-13,7,9
2020-09-14,11,10
2020-09-15,8,14
2020-09-16,7,11
2020-09-17,12,12
2020-09-18,9,9
2020-09-19,13,4
2020-09-20,8,14
2020-09-21,9,9
2020-09-22,12,8
2020-09-23,12,13
2020-09-24,7,12
2020-09-25,6,7
2020-09-26,6,7
2020-09-27,17,3
2020-09-28,11,8
2020-09-29,12,8
2020-09-30,7,12
2020-10-01,9,14
2020-10-02,9,5
2020-10-03,13,9
2020-10-04,9,6
2020-10-05,7,11
2020-10-06,6,7
2020-10-07,11,15
2020-10-08,10,16
2020-10-09,11,12
2020-10-10,17,9
2020-10-11,8,10
2020-10-12,6,14
2020-10-13,8,6
2020-10-14,14,10
2020-10-15,4,10
2020-10-16,9,14
2020-10-17,21,9
2020-10-18,7,6
2020-10-19,10,14
2020-10-20,12,19
2020-10-21,10,17
2020-10-22,6,15
2020-10-23,10,13
2020-10-24,10,9
2020-10-25,8,7
2020-10-26,8,10
2020-10-27,13,7
2020-10-28,9,14
2020-10-29,6,11
2020-10-30,6,11
2020-10-31,21,17
2020-11-01,12,10
2020-11-02,8,9
2020-11-03,7,9
2020-11-04,13,13
2020-11-05,12,17
2020-11-06,5,9
2020-11-07,10,10
2020-11-08,10,7
2020-11-09,12,12
2020-11-10,8,8
2020-11-11,9,9
2020-11-12,6,9
2020-11-13,11,5
2020-11-14,12,3
2020-11-15,14,3
2020-11-16,5,6
2020-11-17,14,9
2020-11-18,16,7
2020-11-19,4,15
2020-11-20,6,10
2020-11-21,7,13
2020-11-22,16,9
2020-11-23,9,12
2020-11-24,12,10
2020-11-25,11,11
2020-11-26,19,12
2020-11-27,10,10
2020-11-28,7,10
2020-11-29,12,6
2020-11-30,12,3
2020-12-01,10,9
2020-12-02,10,4
2020-12-03,7,6
2020-12-04,5,10
2020-12-05,9,6
2020-12-06,9,11
2020-12-07,4,7
2020-12-08,8,8
2020-12-09,14,9
2020-12-10,8,17
2020-12-11,11,4
2020-12-12,10,6
2020-12-13,4,8
2020-12-14,9,5
2020-12-15,10,13
2020-12-16,15,8
2020-12-17,12,9
2020-12-18,11,7
2020-12-19,16,11
2020-12-20,12,10
2020-12-21,16,11
2020-12-22,12,7
2020-12-23,7,6
2020-12-24,8,3
2020-12-25,0,3
2020-12-26,9,1
2020-12-27,10,1
2020-12-28,13,6
2020-12-29,13,5
2020-12-30,16,18
2020-12-31,6,10
2021-01-01,13,7
2021-01-02,19,16
2021-01-03,14,11
2021-01-04,26,28
2021-01-05,17,19
2021-01-06,16,18
2021-01-07,9,12
2021-01-08,8,16
2021-01-09,10,16
2021-01-10,8,13
2021-01-11,15,11
2021-01-12,16,10
2021-01-13,15,11
2021-01-14,12,6
2021-01-15,11,7
2021-01-16,11,9
2021-01-17,7,10
2021-01-18,10,12
2021-01-19,16,16
2021-01-20,11,8
2021-01-21,11,4
2021-01-22,11,13
2021-01-23,10,7
2021-01-24,8,8
2021-01-25,11,8
2021-01-26,10,7
2021-01-27,16,10
2021-01-28,8,11
2021-01-29,11,5
2021-01-30,17,9
2021-01-31,6,7
2021-02-01,7,14
2021-02-02,13,21
2021-02-03,10,13
2021-02-04,3,8
2021-02-05,13,6
2021-02-06,13,7
2021-02-07,10,9
2021-02-08,7,10
2021-02-09,10,9
2021-02-10,12,11
2021-02-11,13,11
2021-02-12,10,8
2021-02-13,12,10
2021-02-14,11,7
2021-02-15,6,11
2021-02-16,15,7
2021-02-17,13,10
2021-02-18,13,12
2021-02-19,8,18
2021-02-20,13,11
2021-02-21,15,8
2021-02-22,13,14
2021-02-23,11,6
2021-02-24,9,11
2021-02-25,7,12
2021-02-26,6,10
2021-02-27,16,3
2021-02-28,8,9
2021-03-01,10,10
2021-03-02,17,10
2021-03-03,9,8
2021-03-04,13,14
2021-03-05,12,9
2021-03-06,15,8
2021-03-07,10,1
2021-03-08,13,13
2021-03-09,10,6
2021-03-10,5,10
2021-03-11,17,15
2021-03-12,13,13
2021-03-13,8,12
2021-03-14,13,9
2021-03-15,11,7
2021-03-16,5,4
2021-03-17,6,14
2021-03-18,10,5
2021-03-19,7,9
2021-03-20,14,11
2021-03-21,11,11
2021-03-22,26,7
2021-03-23,12,12
2021-03-24,11,13
2021-03-25,9,14
2021-03-26,11,3
2021-03-27,11,3
2021-03-28,8,11
2021-03-29,7,10
2021-03-30,2,10
2021-03-31,16,14
2021-04-01,10,10
2021-04-02,7,6
2021-04-03,7,6
2021-04-04,7,5
2021-04-05,8,4
2021-04-06,14,4
2021-04-07,8,5
2021-04-08,8,11
2021-04-09,11,11
2021-04-10,4,4
2021-04-11,7,8
2021-04-12,7,12
2021-04-13,14,9
2021-04-14,6,4
2021-04-15,10,9
2021-04-16,6,9
2021-04-17,8,4
2021-04-18,6,4
2021-04-19,5,9
2021-04-20,17,9
2021-04-21,5,9
2021-04-22,9,7
2021-04-23,12,3
2021-04-24,10,7
2021-04-25,12,7
2021-04-26,10,7
2021-04-27,16,11
2021-04-28,13,3
2021-04-29,7,6
2021-04-30,7,6
2021-05-01,6,6
2021-05-02,7,10
2021-05-03,8,7
2021-05-04,9,5
2021-05-05,10,5
2021-05-06,8,9
2021-05-07,9,8
2021-05-08,9,9
2021-05-09,6,2
2021-05-10,8,12
2021-05-11,10,12
2021-05-12,10,10
2021-05-13,7,4
2021-05-14,3,9
2021-05-15,6,10
2021-05-16,11,9
2021-05-17,3,4
2021-05-18,8,6
2021-05-19,7,6
2021-05-20,5,10
2021-05-21,9,5
2021-05-22,7,4
2021-05-23,6,5
2021-05-24,5,7
2021-05-25,9,10
2021-05-26,11,7
2021-05-27,6,4
2021-05-28,6,4
2021-05-29,6,5
2021-05-30,1,6
2021-05-31,10,2
2021-06-01,6,9
2021-06-02,9,5
2021-06-03,6,10
2021-06-04,10,5
2021-06-05,5,9
2021-06-06,6,8
2021-06-07,7,3
2021-06-08,5,10
2021-06-09,11,5
2021-06-10,10,9
2021-06-11,9,9
2021-06-12,7,7
2021-06-13,5,1
2021-06-14,18,11
2021-06-15,6,17
2021-06-16,11,9
2021-06-17,6,8
2021-06-18,12,9
2021-06-19,7,4
2021-06-20,5,6
2021-06-21,11,8
2021-06-22,11,11
2021-06-23,10,7
2021-06-24,9,8
2021-06-25,7,6
2021-06-26,6,5
2021-06-27,9,4
2021-06-28,6,6
2021-06-29,8,11
2021-06-30,8,7
2021-07-01,3,9
2021-07-02,7,4
2021-07-03,3,4
2021-07-04,5,4
2021-07-05,12,5
2021-07-06,13,18
2021-07-07,7,9
