day,male,female
2020-03-29,9,17
2020-03-30,9,23
2020-03-31,19,21
2020-04-01,12,10
2020-04-02,6,7
2020-04-03,5,14
2020-04-04,7,11
2020-04-05,11,16
2020-04-06,9,12
2020-04-07,4,10
2020-04-08,9,9
2020-04-09,17,10
2020-04-10,6,8
2020-04-11,3,11
2020-04-12,5,15
2020-04-13,11,16
2020-04-14,11,13
2020-04-15,5,12
2020-04-16,10,13
2020-04-17,7,10
2020-04-18,7,15
2020-04-19,2,10
2020-04-20,6,9
2020-04-21,8,6
2020-04-22,5,7
2020-04-23,5,8
2020-04-24,10,8
2020-04-25,4,12
2020-04-26,4,7
2020-04-27,10,6
2020-04-28,5,10
2020-04-29,6,11
2020-04-30,5,11
2020-05-01,8,11
2020-05-02,5,13
2020-05-03,7,10
2020-05-04,3,6
2020-05-05,4,10
2020-05-06,5,7
2020-05-07,4,5
2020-05-08,8,14
2020-05-09,6,9
2020-05-10,10,13
2020-05-11,3,13
2020-05-12,4,12
2020-05-13,5,6
2020-05-14,4,5
2020-05-15,6,9
2020-05-16,6,12
2020-05-17,5,6
2020-05-18,9,8
2020-05-19,5,7
2020-05-20,6,14
2020-05-21,6,14
2020-05-22,5,5
2020-05-23,5,7
2020-05-24,5,12
2020-05-25,4,9
2020-05-26,3,6
2020-05-27,3,11
2020-05-28,4,9
2020-05-29,8,5
2020-05-30,6,5
2020-05-31,6,7
2020-06-01,5,2
2020-06-02,5,3
2020-06-03,3,3
2020-06-04,8,8
2020-06-05,4,4
2020-06-06,7,7
2020-06-07,9,7
2020-06-08,7,8
2020-06-09,5,9
2020-06-10,10,9
2020-06-11,7,6
2020-06-12,9,9
2020-06-13,2,7
2020-06-14,6,8
2020-06-15,9,8
2020-06-16,3,9
2020-06-17,4,7
2020-06-18,6,3
2020-06-19,8,10
2020-06-20,7,9
2020-06-21,5,3
2020-06-22,5,8
2020-06-23,5,6
2020-06-24,6,4
2020-06-25,5,6
2020-06-26,7,9
2020-06-27,10,6
2020-06-28,9,7
2020-06-29,8,6
2020-06-30,5,5
2020-07-01,6,6
2020-07-02,7,9
2020-07-03,9,8
2020-07-04,6,9
2020-07-05,6,6
2020-07-06,6,9
2020-07-07,5,6
2020-07-08,6,9
2020-07-09,2,8
2020-07-10,4,6
2020-07-11,4,4
2020-07-12,2,11
2020-07-13,8,11
2020-07-14,5,6
2020-07-15,9,5
2020-07-16,6,5
2020-07-17,8,4
2020-07-18,4,9
2020-07-19,5,6
2020-07-20,3,5
2020-07-21,6,13
2020-07-22,7,6
2020-07-23,6,4
2020-07-24,8,5
2020-07-25,9,11
2020-07-26,2,7
2020-07-27,10,7
2020-07-28,6,6
2020-07-29,10,7
2020-07-30,3,9
2020-07-31,4,8
2020-08-01,8,5
2020-08-02,4,4
2020-08-03,3,8
2020-08-04,4,4
2020-08-05,5,8
2020-08-06,3,9
2020-08-07,3,4
2020-08-08,7,8
2020-08-09,3,9
2020-08-10,6,4
2020-08-11,7,10
2020-08-12,4,2
2020-08-13,6,8
2020-08-14,4,8
2020-08-15,2,6
2020-08-16,6,6
2020-08-17,9,3
2020-08-18,5,3
2020-08-19,9,7
2020-08-20,5,8
2020-08-21,3,4
2020-08-22,4,6
2020-08-23,8,6
2020-08-24,6,2
2020-08-25,3,3
2020-08-26,7,9
2020-08-27,3,6
2020-08-28,5,6
2020-08-29,6,2
2020-08-30,7,6
2020-08-31,2,7
2020-09-01,5,3
2020-09-02,7,5
2020-09-03,2,14
2020-09-04,8,10
2020-09-05,7,2
2020-09-06,6,3
2020-09-07,9,7
2020-09-08,11,9
2020-09-09,7,7
2020-09-10,7,8
2020-09-11,2,1
2020-09-12,7,8
2020-09-13,7,9
2020-09-14,6,10
2020-09-15,4,5
2020-09-16,8,12
2020-09-17,8,3
2020-09-18,6,3
2020-09-19,6,7
2020-09-20,6,2
2020-09-21,5,11
2020-09-22,6,5
2020-09-23,4,9
2020-09-24,6,10
2020-09-25,7,8
2020-09-26,10,10
2020-09-27,7,7
2020-09-28,2,5
2020-09-29,5,8
2020-09-30,8,5
2020-10-01,2,3
2020-10-02,6,3
2020-10-03,6,8
2020-10-04,4,12
2020-10-05,6,8
2020-10-06,6,2
2020-10-07,6,12
2020-10-08,6,8
2020-10-09,6,13
2020-10-10,9,16
2020-10-11,4,8
2020-10-12,7,5
2020-10-13,13,4
2020-10-14,2,7
2020-10-15,4,6
2020-10-16,6,15
2020-10-17,9,11
2020-10-18,5,8
2020-10-19,12,7
2020-10-20,8,9
2020-10-21,8,7
2020-10-22,6,6
2020-10-23,3,7
2020-10-24,7,6
2020-10-25,8,7
2020-10-26,8,7
2020-10-27,7,4
2020-10-28,3,6
2020-10-29,7,8
2020-10-30,4,9
2020-10-31,8,6
2020-11-01,5,8
2020-11-02,5,10
2020-11-03,6,8
2020-11-04,1,7
2020-11-05,7,8
2020-11-06,5,8
2020-11-07,5,11
2020-11-08,5,7
2020-11-09,4,8
2020-11-10,9,8
2020-11-11,8,9
2020-11-12,7,4
2020-11-13,9,6
2020-11-14,5,11
2020-11-15,11,6
2020-11-16,2,13
2020-11-17,7,12
2020-11-18,6,13
2020-11-19,8,5
2020-11-20,6,13
2020-11-21,7,16
2020-11-22,11,12
2020-11-23,7,4
2020-11-24,5,6
2020-11-25,6,7
2020-11-26,8,9
2020-11-27,3,9
2020-11-28,0,10
2020-11-29,3,13
2020-11-30,7,7
2020-12-01,2,10
2020-12-02,2,5
2020-12-03,4,8
2020-12-04,8,8
2020-12-05,8,4
2020-12-06,7,6
2020-12-07,8,8
2020-12-08,8,8
2020-12-09,7,3
2020-12-10,6,7
2020-12-11,6,7
2020-12-12,4,8
2020-12-13,6,4
2020-12-14,3,5
2020-12-15,6,7
2020-12-16,7,6
2020-12-17,8,7
2020-12-18,11,7
2020-12-19,8,11
2020-12-20,14,14
2020-12-21,9,7
2020-12-22,8,8
2020-12-23,7,12
2020-12-24,10,8
2020-12-25,5,10
2020-12-26,4,6
2020-12-27,2,6
2020-12-28,8,7
2020-12-29,9,5
2020-12-30,7,6
2020-12-31,8,7
2021-01-01,6,12
2021-01-02,4,4
2021-01-03,7,3
2021-01-04,8,9
2021-01-05,9,9
2021-01-06,5,6
2021-01-07,7,2
2021-01-08,10,13
2021-01-09,10,9
2021-01-10,6,6
2021-01-11,7,10
2021-01-12,3,8
2021-01-13,13,10
2021-01-14,7,5
2021-01-15,2,11
2021-01-16,10,10
2021-01-17,5,3
2021-01-18,2,9
2021-01-19,13,9
2021-01-20,7,4
2021-01-21,9,8
2021-01-22,3,5
2021-01-23,7,6
2021-01-24,6,8
2021-01-25,3,7
2021-01-26,7,1
2021-01-27,5,12
2021-01-28,7,6
2021-01-29,9,12
2021-01-30,11,10
2021-01-31,6,5
2021-02-01,6,6
2021-02-02,7,14
2021-02-03,10,8
2021-02-04,4,7
2021-02-05,10,13
2021-02-06,10,15
2021-02-07,3,10
2021-02-08,4,7
2021-02-09,7,8
2021-02-10,3,10
2021-02-11,8,4
2021-02-12,6,13
2021-02-13,9,8
2021-02-14,38,24
2021-02-15,7,7
2021-02-16,8,11
2021-02-17,10,10
2021-02-18,3,6
2021-02-19,9,3
2021-02-20,7,8
2021-02-21,5,6
2021-02-22,8,5
2021-02-23,5,6
2021-02-24,6,6
2021-02-25,5,3
2021-02-26,8,11
2021-02-27,6,7
2021-02-28,7,9
2021-03-01,0,2
2021-03-02,2,1
2021-03-03,8,3
2021-03-04,5,3
2021-03-05,3,7
2021-03-06,5,5
2021-03-07,2,2
2021-03-08,6,6
2021-03-09,6,9
2021-03-10,12,2
2021-03-11,2,6
2021-03-12,7,4
2021-03-13,5,8
2021-03-14,3,7
2021-03-15,6,3
2021-03-16,2,3
2021-03-17,3,5
2021-03-18,5,1
2021-03-19,4,7
2021-03-20,11,10
2021-03-21,3,5
2021-03-22,5,7
2021-03-23,7,7
2021-03-24,4,10
2021-03-25,7,8
2021-03-26,4,8
2021-03-27,8,2
2021-03-28,6,7
2021-03-29,5,10
2021-03-30,6,4
2021-03-31,5,3
2021-04-01,8,8
2021-04-02,7,10
2021-04-03,4,8
2021-04-04,5,11
2021-04-05,6,10
2021-04-06,4,11
2021-04-07,6,4
2021-04-08,6,5
2021-04-09,4,4
2021-04-10,9,13
2021-04-11,4,2
2021-04-12,8,6
2021-04-13,2,3
2021-04-14,8,7
2021-04-15,8,3
2021-04-16,5,9
2021-04-17,1,1
2021-04-18,6,7
2021-04-19,5,6
2021-04-20,1,1
2021-04-21,5,9
2021-04-22,8,1
2021-04-23,6,10
2021-04-24,5,6
2021-04-25,10,5
2021-04-26,2,4
2021-04-27,7,7
2021-04-28,6,7
2021-04-29,1,4
2021-04-30,6,5
2021-05-01,4,3
2021-05-02,5,3
2021-05-03,8,3
2021-05-04,5,7
2021-05-05,5,2
2021-05-06,4,1
2021-05-07,5,3
2021-05-08,4,3
2021-05-09,7,5
2021-05-10,3,7
2021-05-11,7,5
2021-05-12,4,4
2021-05-13,2,4
2021-05-14,5,5
2021-05-15,9,6
2021-05-16,4,3
2021-05-17,5,8
2021-05-18,4,3
2021-05-19,4,7
2021-05-20,4,3
2021-05-21,6,5
2021-05-22,7,7
2021-05-23,2,9
2021-05-24,7,4
2021-05-25,4,4
2021-05-26,12,4
2021-05-27,6,5
2021-05-28,5,2
2021-05-29,4,3
2021-05-30,5,1
2021-05-31,3,5
2021-06-01,5,2
2021-06-02,3,8
2021-06-03,5,6
2021-06-04,4,3
2021-06-05,7,7
2021-06-06,7,10
2021-06-07,4,5
2021-06-08,5,5
2021-06-09,5,4
2021-06-10,5,8
2021-06-11,2,13
2021-06-12,8,8
2021-06-13,8,4
2021-06-14,3,8
2021-06-15,3,10
2021-06-16,1,5
2021-06-17,3,5
2021-06-18,4,5
2021-06-19,4,1
2021-06-20,6,6
2021-06-21,4,4
2021-06-22,6,14
2021-06-23,7,6
2021-06-24,9,4
2021-06-25,5,8
2021-06-26,6,7
2021-06-27,4,4
2021-06-28,6,5
2021-06-29,2,3
2021-06-30,7,7
2021-07-01,3,4
2021-07-02,5,3
2021-07-03,5,6
2021-07-04,5,6
2021-07-05,4,9
2021-07-06,6,5
2021-07-07,2,4
