day,male,female
2020-01-24,5,12
2020-01-25,8,9
2020-01-26,2,9
2020-01-27,5,7
2020-01-28,7,14
2020-01-29,11,10
2020-01-30,7,10
2020-01-31,7,9
2020-02-01,5,8
2020-02-02,7,15
2020-02-03,8,9
2020-02-04,12,14
2020-02-05,5,12
2020-02-06,7,8
2020-02-07,6,8
2020-02-08,4,15
2020-02-09,7,9
2020-02-10,5,8
2020-02-11,12,21
2020-02-12,3,16
2020-02-13,2,11
2020-02-14,13,9
2020-02-15,6,4
2020-02-16,11,9
2020-02-17,8,6
2020-02-18,7,9
2020-02-19,14,8
2020-02-20,8,8
2020-02-21,8,12
2020-02-22,6,11
2020-02-23,5,5
2020-02-24,7,10
2020-02-25,7,13
2020-02-26,5,13
2020-02-27,7,8
2020-02-28,9,14
2020-02-29,7,13
2020-03-01,7,10
2020-03-02,8,8
2020-03-03,7,22
2020-03-04,9,10
2020-03-05,7,16
2020-03-06,9,15
2020-03-07,10,13
2020-03-08,18,54
2020-03-09,4,18
2020-03-10,6,10
2020-03-11,6,16
2020-03-12,5,6
2020-03-13,7,4
2020-03-14,5,2
2020-03-15,3,9
2020-03-16,10,11
2020-03-17,6,7
2020-03-18,7,22
2020-03-19,14,6
2020-03-20,13,16
2020-03-21,9,8
2020-03-22,5,5
2020-03-23,6,14
2020-03-24,13,6
2020-03-25,10,16
2020-03-26,12,25
2020-03-27,6,18
2020-03-28,13,14
2020-03-29,11,12
2020-03-30,10,14
2020-03-31,8,13
2020-04-01,11,14
2020-04-02,9,9
2020-04-03,13,13
2020-04-04,19,7
2020-04-05,8,10
2020-04-06,10,16
2020-04-07,13,12
2020-04-08,14,16
2020-04-09,5,11
2020-04-10,7,13
2020-04-11,7,10
2020-04-12,9,11
2020-04-13,8,20
2020-04-14,13,9
2020-04-15,15,14
2020-04-16,17,11
2020-04-17,11,12
2020-04-18,14,7
2020-04-19,9,8
2020-04-20,12,7
2020-04-21,12,17
2020-04-22,15,15
2020-04-23,10,12
2020-04-24,11,19
2020-04-25,9,8
2020-04-26,11,12
2020-04-27,6,13
2020-04-28,9,11
2020-04-29,12,21
2020-04-30,14,17
2020-05-01,14,13
2020-05-02,15,13
2020-05-03,10,16
2020-05-04,10,19
2020-05-05,9,15
2020-05-06,19,20
2020-05-07,8,12
2020-05-08,10,17
2020-05-09,7,9
2020-05-10,10,10
2020-05-11,7,6
2020-05-12,9,16
2020-05-13,8,11
2020-05-14,10,12
2020-05-15,8,18
2020-05-16,14,13
2020-05-17,14,13
2020-05-18,10,10
2020-05-19,8,15
2020-05-20,7,19
2020-05-21,8,13
2020-05-22,9,14
2020-05-23,6,8
2020-05-24,7,9
2020-05-25,3,14
2020-05-26,6,12
2020-05-27,11,11
2020-05-28,8,19
2020-05-29,6,14
2020-05-30,7,14
2020-05-31,12,12
2020-06-01,14,15
2020-06-02,10,12
2020-06-03,18,14
2020-06-04,13,16
2020-06-05,13,16
2020-06-06,6,16
2020-06-07,13,8
2020-06-08,7,10
2020-06-09,7,10
2020-06-10,11,7
2020-06-11,11,18
2020-06-12,8,16
2020-06-13,8,10
2020-06-14,6,10
2020-06-15,11,9
2020-06-16,10,12
2020-06-17,7,7
2020-06-18,15,15
2020-06-19,12,16
2020-06-20,11,10
2020-06-21,10,17
2020-06-22,6,11
2020-06-23,8,6
2020-06-24,8,11
2020-06-25,8,16
2020-06-26,6,14
2020-06-27,8,12
2020-06-28,12,8
2020-06-29,6,11
2020-06-30,6,7
2020-07-01,8,18
2020-07-02,10,12
2020-07-03,11,22
2020-07-04,6,13
2020-07-05,8,11
2020-07-06,12,9
2020-07-07,10,14
2020-07-08,7,11
2020-07-09,11,10
2020-07-10,13,3
2020-07-11,7,10
2020-07-12,6,6
2020-07-13,14,13
2020-07-14,8,10
2020-07-15,10,11
2020-07-16,8,7
2020-07-17,9,10
2020-07-18,7,11
2020-07-19,9,7
2020-07-20,9,14
2020-07-21,6,14
2020-07-22,8,16
2020-07-23,11,8
2020-07-24,9,8
2020-07-25,6,10
2020-07-26,5,8
2020-07-27,5,6
2020-07-28,11,12
2020-07-29,7,7
2020-07-30,8,12
2020-07-31,6,9
2020-08-01,5,14
2020-08-02,4,14
2020-08-03,6,7
2020-08-04,7,8
2020-08-05,4,11
2020-08-06,9,14
2020-08-07,3,9
2020-08-08,10,4
2020-08-09,5,6
2020-08-10,6,9
2020-08-11,13,8
2020-08-12,8,5
2020-08-13,5,13
2020-08-14,3,14
2020-08-15,4,14
2020-08-16,5,13
2020-08-17,6,9
2020-08-18,10,10
2020-08-19,8,11
2020-08-20,6,10
2020-08-21,5,12
2020-08-22,6,13
2020-08-23,5,10
2020-08-24,7,12
2020-08-25,9,12
2020-08-26,5,17
2020-08-27,4,6
2020-08-28,6,9
2020-08-29,11,17
2020-08-30,5,8
2020-08-31,5,6
2020-09-01,3,10
2020-09-02,6,16
2020-09-03,6,7
2020-09-04,8,15
2020-09-05,10,6
2020-09-06,5,6
2020-09-07,8,12
2020-09-08,5,12
2020-09-09,7,8
2020-09-10,9,16
2020-09-11,6,10
2020-09-12,3,8
2020-09-13,10,5
2020-09-14,5,10
2020-09-15,8,3
2020-09-16,11,16
2020-09-17,11,14
2020-09-18,9,6
2020-09-19,6,7
2020-09-20,5,10
2020-09-21,5,9
2020-09-22,10,11
2020-09-23,11,22
2020-09-24,10,13
2020-09-25,9,15
2020-09-26,12,9
2020-09-27,10,11
2020-09-28,7,10
2020-09-29,10,13
2020-09-30,8,14
2020-10-01,14,15
2020-10-02,8,8
2020-10-03,6,13
2020-10-04,8,11
2020-10-05,10,17
2020-10-06,13,12
2020-10-07,10,9
2020-10-08,6,9
2020-10-09,4,9
2020-10-10,4,13
2020-10-11,4,13
2020-10-12,9,9
2020-10-13,8,13
2020-10-14,6,17
2020-10-15,10,6
2020-10-16,9,5
2020-10-17,6,9
2020-10-18,6,5
2020-10-19,7,9
2020-10-20,9,9
2020-10-21,11,18
2020-10-22,7,7
2020-10-23,14,17
2020-10-24,7,4
2020-10-25,9,10
2020-10-26,7,13
2020-10-27,9,10
2020-10-28,10,13
2020-10-29,8,15
2020-10-30,9,12
2020-10-31,7,7
2020-11-01,7,9
2020-11-02,11,13
2020-11-03,5,12
2020-11-04,7,6
2020-11-05,10,10
2020-11-06,7,15
2020-11-07,5,11
2020-11-08,9,9
2020-11-09,10,10
2020-11-10,7,13
2020-11-11,4,19
2020-11-12,7,13
2020-11-13,10,20
2020-11-14,11,6
2020-11-15,10,9
2020-11-16,5,10
2020-11-17,10,18
2020-11-18,6,15
2020-11-19,12,14
2020-11-20,13,14
2020-11-21,5,11
2020-11-22,8,14
2020-11-23,6,11
2020-11-24,12,17
2020-11-25,6,8
2020-11-26,12,16
2020-11-27,9,16
2020-11-28,12,6
2020-11-29,5,10
2020-11-30,5,11
2020-12-01,5,4
2020-12-02,6,13
2020-12-03,9,9
2020-12-04,10,10
2020-12-05,9,6
2020-12-06,3,2
2020-12-07,5,8
2020-12-08,12,12
2020-12-09,8,8
2020-12-10,9,8
2020-12-11,10,14
2020-12-12,4,4
2020-12-13,5,10
2020-12-14,5,3
2020-12-15,5,15
2020-12-16,8,5
2020-12-17,10,11
2020-12-18,9,15
2020-12-19,11,8
2020-12-20,4,6
2020-12-21,5,10
2020-12-22,8,7
2020-12-23,0,10
2020-12-24,8,3
2020-12-25,6,2
2020-12-26,8,5
2020-12-27,8,5
2020-12-28,6,7
2020-12-29,3,4
2020-12-30,15,6
2020-12-31,10,12
2021-01-01,10,11
2021-01-02,10,4
2021-01-03,8,7
2021-01-04,12,9
2021-01-05,8,13
2021-01-06,16,14
2021-01-07,8,10
2021-01-08,12,12
2021-01-09,8,7
2021-01-10,3,11
2021-01-11,9,8
2021-01-12,13,15
2021-01-13,9,17
2021-01-14,10,9
2021-01-15,10,11
2021-01-16,7,11
2021-01-17,5,7
2021-01-18,10,7
2021-01-19,12,10
2021-01-20,10,14
2021-01-21,8,21
2021-01-22,6,7
2021-01-23,10,12
2021-01-24,5,8
2021-01-25,10,3
2021-01-26,14,5
2021-01-27,8,14
2021-01-28,15,13
2021-01-29,9,15
2021-01-30,14,18
2021-01-31,7,17
2021-02-01,13,12
2021-02-02,11,24
2021-02-03,12,12
2021-02-04,10,16
2021-02-05,13,11
2021-02-06,5,7
2021-02-07,7,6
2021-02-08,5,10
2021-02-09,6,7
2021-02-10,13,20
2021-02-11,7,18
2021-02-12,7,15
2021-02-13,10,10
2021-02-14,4,7
2021-02-15,9,11
2021-02-16,7,10
2021-02-17,8,14
2021-02-18,12,18
2021-02-19,8,6
2021-02-20,8,9
2021-02-21,6,11
2021-02-22,7,6
2021-02-23,7,12
2021-02-24,11,13
2021-02-25,10,15
2021-02-26,13,11
2021-02-27,5,13
2021-02-28,5,8
2021-03-01,13,12
2021-03-02,7,16
2021-03-03,9,17
2021-03-04,6,15
2021-03-05,8,14
2021-03-06,5,14
2021-03-07,9,11
2021-03-08,24,75
2021-03-09,8,16
2021-03-10,9,17
2021-03-11,9,11
2021-03-12,3,11
2021-03-13,7,17
2021-03-14,8,10
2021-03-15,5,6
2021-03-16,6,14
2021-03-17,8,13
2021-03-18,11,8
2021-03-19,6,15
2021-03-20,8,8
2021-03-21,9,15
2021-03-22,5,17
2021-03-23,6,11
2021-03-24,7,16
2021-03-25,8,13
2021-03-26,5,8
2021-03-27,7,15
2021-03-28,11,11
2021-03-29,8,17
2021-03-30,6,10
2021-03-31,8,14
2021-04-01,4,10
2021-04-02,5,9
2021-04-03,4,7
2021-04-04,5,6
2021-04-05,10,5
2021-04-06,6,5
2021-04-07,6,7
2021-04-08,12,9
2021-04-09,7,12
2021-04-10,8,11
2021-04-11,6,9
2021-04-12,5,8
2021-04-13,7,9
2021-04-14,8,17
2021-04-15,4,14
2021-04-16,8,9
2021-04-17,6,8
2021-04-18,7,10
2021-04-19,7,8
2021-04-20,7,8
2021-04-21,9,10
2021-04-22,11,10
2021-04-23,4,15
2021-04-24,4,2
2021-04-25,7,6
2021-04-26,4,7
2021-04-27,7,0
2021-04-28,8,9
2021-04-29,12,15
2021-04-30,9,10
2021-05-01,9,10
2021-05-02,4,4
2021-05-03,9,6
2021-05-04,8,4
2021-05-05,4,11
2021-05-06,4,13
2021-05-07,7,9
2021-05-08,6,10
2021-05-09,5,6
2021-05-10,5,10
2021-05-11,7,11
2021-05-12,12,18
2021-05-13,6,6
2021-05-14,6,6
2021-05-15,8,9
2021-05-16,11,8
2021-05-17,3,4
2021-05-18,8,10
2021-05-19,7,14
2021-05-20,7,7
2021-05-21,9,10
2021-05-22,11,7
2021-05-23,5,4
2021-05-24,3,6
2021-05-25,7,6
2021-05-26,6,9
2021-05-27,8,9
2021-05-28,7,14
2021-05-29,4,6
2021-05-30,4,5
2021-05-31,7,1
2021-06-01,5,11
2021-06-02,9,13
2021-06-03,7,7
2021-06-04,8,11
2021-06-05,4,8
2021-06-06,7,6
2021-06-07,5,8
2021-06-08,6,6
2021-06-09,7,4
2021-06-10,7,7
2021-06-11,6,10
2021-06-12,6,6
2021-06-13,6,7
2021-06-14,6,4
2021-06-15,4,13
2021-06-16,10,14
2021-06-17,5,11
2021-06-18,1,4
2021-06-19,5,6
2021-06-20,6,4
2021-06-21,6,10
2021-06-22,6,6
2021-06-23,5,16
2021-06-24,1,9
2021-06-25,7,6
2021-06-26,5,4
2021-06-27,7,2
2021-06-28,3,9
2021-06-29,3,8
2021-06-30,4,11
2021-07-01,6,16
2021-07-02,10,4
2021-07-03,5,7
2021-07-04,8,10
2021-07-05,4,9
2021-07-06,2,18
2021-07-07,6,10
