day,male,female
2019-11-23,7,10
2019-11-24,3,13
2019-11-25,6,31
2019-11-26,7,26
2019-11-27,14,22
2019-11-28,8,24
2019-11-29,9,12
2019-11-30,7,15
2019-12-01,9,18
2019-12-02,5,23
2019-12-03,12,26
2019-12-04,10,23
2019-12-05,12,24
2019-12-06,10,24
2019-12-07,8,8
2019-12-08,7,22
2019-12-09,10,15
2019-12-10,10,25
2019-12-11,10,25
2019-12-12,21,52
2019-12-13,9,30
2019-12-14,3,6
2019-12-15,3,18
2019-12-16,4,35
2019-12-17,10,21
2019-12-18,6,18
2019-12-19,2,19
2019-12-20,8,16
2019-12-21,8,9
2019-12-22,6,12
2019-12-23,4,13
2019-12-24,5,12
2019-12-25,1,12
2019-12-26,2,8
2019-12-27,1,6
2019-12-28,6,19
2019-12-29,5,13
2019-12-30,4,13
2019-12-31,8,9
2020-01-01,6,15
2020-01-02,2,17
2020-01-03,9,16
2020-01-04,4,12
2020-01-05,5,14
2020-01-06,7,16
2020-01-07,8,25
2020-01-08,4,16
2020-01-09,9,20
2020-01-10,8,16
2020-01-11,4,11
2020-01-12,3,17
2020-01-13,9,17
2020-01-14,8,18
2020-01-15,7,31
2020-01-16,6,20
2020-01-17,8,19
2020-01-18,3,20
2020-01-19,7,9
2020-01-20,3,22
2020-01-21,11,20
2020-01-22,11,23
2020-01-23,13,25
2020-01-24,11,22
2020-01-25,3,14
2020-01-26,6,17
2020-01-27,7,24
2020-01-28,9,18
2020-01-29,9,20
2020-01-30,8,29
2020-01-31,10,16
2020-02-01,8,12
2020-02-02,4,13
2020-02-03,7,18
2020-02-04,10,22
2020-02-05,9,25
2020-02-06,11,25
2020-02-07,7,12
2020-02-08,7,10
2020-02-09,4,17
2020-02-10,8,17
2020-02-11,6,18
2020-02-12,11,15
2020-02-13,14,19
2020-02-14,4,18
2020-02-15,6,13
2020-02-16,8,18
2020-02-17,3,13
2020-02-18,3,26
2020-02-19,9,23
2020-02-20,11,21
2020-02-21,10,21
2020-02-22,4,14
2020-02-23,2,23
2020-02-24,4,28
2020-02-25,11,24
2020-02-26,6,23
2020-02-27,7,22
2020-02-28,7,16
2020-02-29,3,7
2020-03-01,8,16
2020-03-02,8,18
2020-03-03,10,30
2020-03-04,11,18
2020-03-05,7,19
2020-03-06,8,16
2020-03-07,7,8
2020-03-08,6,9
2020-03-09,6,20
2020-03-10,5,22
2020-03-11,5,17
2020-03-12,11,47
2020-03-13,13,37
2020-03-14,15,24
2020-03-15,9,35
2020-03-16,32,73
2020-03-17,27,77
2020-03-18,30,74
2020-03-19,30,64
2020-03-20,19,60
2020-03-21,11,39
2020-03-22,16,46
2020-03-23,30,65
2020-03-24,19,51
2020-03-25,14,35
2020-03-26,19,37
2020-03-27,20,31
2020-03-28,15,24
2020-03-29,10,23
2020-03-30,16,37
2020-03-31,27,31
2020-04-01,14,29
2020-04-02,10,21
2020-04-03,14,13
2020-04-04,9,19
2020-04-05,6,28
2020-04-06,12,35
2020-04-07,10,33
2020-04-08,18,28
2020-04-09,7,29
2020-04-10,8,8
2020-04-11,9,14
2020-04-12,5,19
2020-04-13,7,16
2020-04-14,8,22
2020-04-15,12,18
2020-04-16,9,15
2020-04-17,11,21
2020-04-18,3,19
2020-04-19,6,17
2020-04-20,18,16
2020-04-21,15,20
2020-04-22,13,16
2020-04-23,15,18
2020-04-24,8,16
2020-04-25,13,10
2020-04-26,8,22
2020-04-27,8,26
2020-04-28,5,27
2020-04-29,11,25
2020-04-30,12,26
2020-05-01,12,22
2020-05-02,10,16
2020-05-03,6,12
2020-05-04,11,19
2020-05-05,11,16
2020-05-06,4,28
2020-05-07,6,28
2020-05-08,6,18
2020-05-09,8,23
2020-05-10,11,18
2020-05-11,15,23
2020-05-12,23,24
2020-05-13,6,20
2020-05-14,7,16
2020-05-15,6,18
2020-05-16,7,15
2020-05-17,6,12
2020-05-18,7,25
2020-05-19,12,29
2020-05-20,9,22
2020-05-21,10,18
2020-05-22,6,17
2020-05-23,5,14
2020-05-24,9,19
2020-05-25,8,8
2020-05-26,14,18
2020-05-27,4,13
2020-05-28,12,15
2020-05-29,7,15
2020-05-30,5,11
2020-05-31,8,17
2020-06-01,9,13
2020-06-02,5,8
2020-06-03,11,12
2020-06-04,3,10
2020-06-05,6,14
2020-06-06,4,4
2020-06-07,6,14
2020-06-08,10,20
2020-06-09,6,14
2020-06-10,10,16
2020-06-11,10,19
2020-06-12,13,20
2020-06-13,10,6
2020-06-14,5,16
2020-06-15,8,17
2020-06-16,8,18
2020-06-17,8,15
2020-06-18,8,13
2020-06-19,10,16
2020-06-20,12,10
2020-06-21,4,16
2020-06-22,9,28
2020-06-23,10,22
2020-06-24,8,11
2020-06-25,7,22
2020-06-26,9,11
2020-06-27,9,12
2020-06-28,8,13
2020-06-29,7,16
2020-06-30,9,25
2020-07-01,9,17
2020-07-02,4,30
2020-07-03,7,21
2020-07-04,11,15
2020-07-05,3,15
2020-07-06,11,23
2020-07-07,8,20
2020-07-08,8,19
2020-07-09,6,24
2020-07-10,9,15
2020-07-11,12,16
2020-07-12,6,9
2020-07-13,10,15
2020-07-14,17,17
2020-07-15,9,24
2020-07-16,7,25
2020-07-17,13,24
2020-07-18,7,7
2020-07-19,5,11
2020-07-20,7,15
2020-07-21,11,16
2020-07-22,21,33
2020-07-23,9,35
2020-07-24,10,19
2020-07-25,6,17
2020-07-26,7,11
2020-07-27,8,20
2020-07-28,4,18
2020-07-29,17,14
2020-07-30,8,21
2020-07-31,7,17
2020-08-01,8,16
2020-08-02,8,24
2020-08-03,5,24
2020-08-04,8,22
2020-08-05,11,22
2020-08-06,18,25
2020-08-07,13,20
2020-08-08,7,11
2020-08-09,7,11
2020-08-10,14,15
2020-08-11,14,16
2020-08-12,20,18
2020-08-13,10,22
2020-08-14,10,18
2020-08-15,6,14
2020-08-16,2,18
2020-08-17,9,25
2020-08-18,9,28
2020-08-19,9,24
2020-08-20,9,26
2020-08-21,4,19
2020-08-22,8,9
2020-08-23,3,16
2020-08-24,8,27
2020-08-25,8,15
2020-08-26,9,19
2020-08-27,12,25
2020-08-28,9,14
2020-08-29,6,13
2020-08-30,6,10
2020-08-31,6,23
2020-09-01,8,13
2020-09-02,16,21
2020-09-03,12,20
2020-09-04,9,23
2020-09-05,4,14
2020-09-06,9,14
2020-09-07,11,13
2020-09-08,10,28
2020-09-09,11,22
2020-09-10,9,22
2020-09-11,8,13
2020-09-12,8,13
2020-09-13,8,20
2020-09-14,11,22
2020-09-15,3,16
2020-09-16,15,19
2020-09-17,10,20
2020-09-18,10,28
2020-09-19,4,7
2020-09-20,10,11
2020-09-21,10,25
2020-09-22,10,23
2020-09-23,19,23
2020-09-24,14,21
2020-09-25,8,12
2020-09-26,6,13
2020-09-27,8,18
2020-09-28,9,19
2020-09-29,14,21
2020-09-30,12,20
2020-10-01,15,16
2020-10-02,8,17
2020-10-03,7,15
2020-10-04,11,24
2020-10-05,7,23
2020-10-06,10,30
2020-10-07,2,17
2020-10-08,11,25
2020-10-09,6,12
2020-10-10,6,14
2020-10-11,8,14
2020-10-12,7,19
2020-10-13,8,20
2020-10-14,13,22
2020-10-15,8,18
2020-10-16,14,19
2020-10-17,5,13
2020-10-18,8,11
2020-10-19,8,16
2020-10-20,7,22
2020-10-21,12,26
2020-10-22,9,26
2020-10-23,2,17
2020-10-24,6,13
2020-10-25,8,14
2020-10-26,11,15
2020-10-27,7,19
2020-10-28,4,24
2020-10-29,9,15
2020-10-30,7,17
2020-10-31,21,27
2020-11-01,9,24
2020-11-02,12,26
2020-11-03,25,72
2020-11-04,56,112
2020-11-05,12,33
2020-11-06,13,27
2020-11-07,9,17
2020-11-08,4,18
2020-11-09,6,23
2020-11-10,12,24
2020-11-11,9,18
2020-11-12,8,24
2020-11-13,9,10
2020-11-14,6,10
2020-11-15,8,13
2020-11-16,9,13
2020-11-17,9,26
2020-11-18,8,22
2020-11-19,12,16
2020-11-20,7,21
2020-11-21,6,16
2020-11-22,7,15
2020-11-23,12,18
2020-11-24,4,34
2020-11-25,4,28
2020-11-26,11,28
2020-11-27,8,17
2020-11-28,6,13
2020-11-29,6,21
2020-11-30,10,29
2020-12-01,10,18
2020-12-02,11,19
2020-12-03,14,18
2020-12-04,15,14
2020-12-05,7,9
2020-12-06,12,23
2020-12-07,6,22
2020-12-08,10,19
2020-12-09,13,18
2020-12-10,12,18
2020-12-11,18,21
2020-12-12,8,17
2020-12-13,10,14
2020-12-14,10,17
2020-12-15,9,25
2020-12-16,14,25
2020-12-17,12,15
2020-12-18,10,22
2020-12-19,15,23
2020-12-20,7,14
2020-12-21,11,22
2020-12-22,2,18
2020-12-23,10,19
2020-12-24,10,13
2020-12-25,1,8
2020-12-26,3,9
2020-12-27,6,6
2020-12-28,10,8
2020-12-29,13,14
2020-12-30,7,18
2020-12-31,4,11
2021-01-01,2,5
2021-01-02,7,20
2021-01-03,11,24
2021-01-04,32,36
2021-01-05,12,22
2021-01-06,14,32
2021-01-07,9,21
2021-01-08,8,30
2021-01-09,7,12
2021-01-10,6,16
2021-01-11,16,21
2021-01-12,13,23
2021-01-13,9,20
2021-01-14,7,25
2021-01-15,8,16
2021-01-16,8,13
2021-01-17,8,16
2021-01-18,5,18
2021-01-19,9,19
2021-01-20,13,27
2021-01-21,7,17
2021-01-22,6,20
2021-01-23,11,14
2021-01-24,8,11
2021-01-25,1,17
2021-01-26,4,20
2021-01-27,14,21
2021-01-28,10,21
2021-01-29,39,18
2021-01-30,5,13
2021-01-31,5,8
2021-02-01,11,19
2021-02-02,11,20
2021-02-03,12,23
2021-02-04,14,18
2021-02-05,8,17
2021-02-06,10,14
2021-02-07,10,11
2021-02-08,8,11
2021-02-09,6,13
2021-02-10,6,20
2021-02-11,11,15
2021-02-12,7,12
2021-02-13,7,11
2021-02-14,7,7
2021-02-15,10,19
2021-02-16,9,21
2021-02-17,10,20
2021-02-18,10,17
2021-02-19,8,17
2021-02-20,7,17
2021-02-21,8,18
2021-02-22,19,34
2021-02-23,4,22
2021-02-24,7,20
2021-02-25,7,21
2021-02-26,9,14
2021-02-27,7,14
2021-02-28,11,18
2021-03-01,6,23
2021-03-02,12,20
2021-03-03,8,23
2021-03-04,5,18
2021-03-05,6,25
2021-03-06,7,16
2021-03-07,12,8
2021-03-08,7,17
2021-03-09,8,21
2021-03-10,14,16
2021-03-11,12,17
2021-03-12,10,17
2021-03-13,9,18
2021-03-14,11,16
2021-03-15,14,11
2021-03-16,8,19
2021-03-17,16,13
2021-03-18,11,21
2021-03-19,13,18
2021-03-20,12,20
2021-03-21,10,23
2021-03-22,11,14
2021-03-23,5,20
2021-03-24,6,16
2021-03-25,7,15
2021-03-26,12,19
2021-03-27,10,11
2021-03-28,8,7
2021-03-29,12,22
2021-03-30,13,17
2021-03-31,6,13
2021-04-01,7,20
2021-04-02,9,18
2021-04-03,2,10
2021-04-04,8,7
2021-04-05,15,10
2021-04-06,10,9
2021-04-07,12,12
2021-04-08,10,13
2021-04-09,7,20
2021-04-10,7,17
2021-04-11,19,32
2021-04-12,1,26
2021-04-13,7,19
2021-04-14,10,24
2021-04-15,14,19
2021-04-16,7,18
2021-04-17,10,9
2021-04-18,14,31
2021-04-19,11,16
2021-04-20,3,24
2021-04-21,11,23
2021-04-22,10,10
2021-04-23,10,8
2021-04-24,3,10
2021-04-25,5,21
2021-04-26,11,22
2021-04-27,11,23
2021-04-28,12,22
2021-04-29,9,23
2021-04-30,12,16
2021-05-01,9,10
2021-05-02,12,21
2021-05-03,7,15
2021-05-04,12,22
2021-05-05,10,16
2021-05-06,11,20
2021-05-07,7,13
2021-05-08,8,10
2021-05-09,4,10
2021-05-10,12,22
2021-05-11,10,24
2021-05-12,12,5
2021-05-13,5,24
2021-05-14,8,18
2021-05-15,6,18
2021-05-16,13,17
2021-05-17,9,19
2021-05-18,14,23
2021-05-19,9,15
2021-05-20,15,14
2021-05-21,10,9
2021-05-22,12,15
2021-05-23,10,14
2021-05-24,10,14
2021-05-25,8,18
2021-05-26,11,19
2021-05-27,13,16
2021-05-28,7,19
2021-05-29,9,8
2021-05-30,6,7
2021-05-31,6,9
2021-06-01,10,14
2021-06-02,3,17
2021-06-03,10,12
2021-06-04,10,14
2021-06-05,7,9
2021-06-06,8,11
2021-06-07,5,21
2021-06-08,10,9
2021-06-09,14,14
2021-06-10,11,17
2021-06-11,6,17
2021-06-12,1,10
2021-06-13,6,13
2021-06-14,4,19
2021-06-15,6,20
2021-06-16,9,14
2021-06-17,3,11
2021-06-18,14,24
2021-06-19,5,10
2021-06-20,5,12
2021-06-21,5,17
2021-06-22,7,14
2021-06-23,10,16
2021-06-24,9,12
2021-06-25,8,13
2021-06-26,8,12
2021-06-27,6,9
2021-06-28,13,26
2021-06-29,13,19
2021-06-30,9,18
2021-07-01,10,16
2021-07-02,10,14
2021-07-03,5,16
2021-07-04,4,14
2021-07-05,9,29
2021-07-06,7,22
2021-07-07,40,92
